f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0,25,29,45,65,69,122,7,0,0,0
0,14,24,35,42,138,134,3,4,0,0
103,14,15,67,51,225,230,7,4,0,0
38,14,17,57,61,165,197,4,4,0,1
0,34,15,32,16,27,23,0,0,0,0
0,31,12,51,26,42,30,2,0,0,0
0,15,21,32,39,6,8,4,4,0,0
0,14,0,86,88,122,93,4,4,0,1
0,21,22,55,66,204,209,0,1,0,0
1,16,10,66,51,180,200,7,6,0,0
0,14,15,32,41,191,204,4,4,0,0
1,26,14,82,48,213,207,0,1,0,0
0,22,4,78,49,144,143,5,2,0,0
0,20,16,75,92,37,77,6,7,0,0
0,22,9,61,43,198,186,0,6,0,0
4,14,15,58,56,169,168,8,8,0,1
0,27,9,22,16,163,150,0,0,0,0
77,14,12,64,49,112,114,4,4,0,1
0,14,11,47,65,112,114,4,4,0,0
67,14,18,66,59,31,32,0,1,0,0
5,14,13,46,28,112,114,4,3,0,0
0,14,14,60,45,112,114,8,6,0,0
0,20,11,20,10,215,216,0,0,0,0
21,3,28,75,85,62,67,7,7,0,1
0,14,8,88,45,112,114,4,4,0,0
0,14,10,21,7,73,49,4,4,0,0
34,11,27,40,65,11,47,4,4,0,1
0,14,18,36,17,112,114,4,4,0,0
35,14,22,85,90,192,184,8,8,0,1
0,23,7,53,46,210,209,0,0,0,0
68,14,29,79,84,102,123,4,4,0,1
0,14,21,48,40,95,81,0,1,0,0
0,14,12,40,38,131,128,4,4,0,0
0,22,10,50,51,91,86,0,2,0,0
0,14,13,63,59,197,199,4,4,0,0
0,21,7,54,55,84,63,3,0,0,0
0,34,16,38,59,100,78,0,0,0,0
0,14,17,60,57,148,138,4,2,0,0
0,14,22,48,56,166,187,4,4,0,0
0,25,8,50,32,182,197,0,1,0,0
0,34,19,6,6,119,87,4,4,0,0
0,32,11,5,23,6,23,4,4,0,0
0,14,24,65,70,101,97,8,8,0,1
12,14,21,67,52,112,114,4,4,0,0
0,14,14,69,65,175,174,4,4,0,1
5,14,19,73,62,146,145,8,3,0,1
9,14,21,60,55,199,201,4,4,0,0
0,26,17,51,51,154,158,0,0,0,0
0,14,19,42,51,52,81,4,8,0,0
0,32,18,71,61,21,36,0,4,0,0
0,1,10,51,39,119,120,4,4,0,0
0,22,13,27,32,187,175,0,0,0,0
14,14,36,43,42,112,114,4,4,0,0
0,14,12,49,49,76,73,4,4,0,0
7,14,17,53,42,181,191,4,4,0,0
124,0,24,75,82,87,92,7,7,0,1
0,24,10,32,18,99,88,0,0,0,0
4,14,22,51,37,105,113,3,4,0,0
0,14,16,50,65,153,140,4,4,0,0
0,14,16,55,41,112,114,0,0,0,0
28,14,27,54,64,140,170,4,4,0,0
154,7,33,81,67,3,17,8,6,0,0
0,5,20,39,45,177,189,6,8,0,0
14,14,9,70,52,158,167,4,4,0,0
0,23,11,40,11,173,161,0,0,0,0
8,20,12,63,49,167,189,7,6,0,0
47,3,23,67,91,143,129,7,7,0,1
3,1,14,63,62,95,93,7,7,0,1
0,14,24,45,70,212,225,4,3,0,0
0,9,38,59,57,55,23,6,7,0,1
21,14,8,76,71,181,216,8,8,0,0
5,14,23,71,85,49,48,4,4,0,1
0,14,14,29,18,116,118,4,4,0,0
0,33,23,0,0,31,22,0,0,0,0
1,14,10,67,67,112,114,4,4,0,1
56,14,12,79,79,103,96,4,4,0,1
0,14,5,81,34,198,201,4,4,0,0
0,32,19,41,28,171,166,2,1,0,0
13,14,22,52,48,188,213,4,4,0,0
1,14,24,75,69,8,33,4,4,0,0
8,9,11,80,42,142,172,7,5,0,0
4,9,12,67,43,116,97,7,1,0,0
0,14,17,48,25,186,172,4,2,0,0
0,14,9,85,59,174,180,4,0,0,0
0,19,16,66,37,215,213,0,1,0,0
140,10,21,70,64,18,12,7,7,0,1
3,24,10,64,62,151,147,0,0,0,0
0,14,25,43,29,92,113,4,4,0,0
0,28,14,55,53,56,40,3,1,0,0
0,14,20,42,59,146,144,4,4,0,0
0,14,14,33,20,112,114,4,4,0,0
6,0,12,88,93,212,202,8,8,0,1
82,0,20,88,96,71,85,4,4,0,1
0,4,16,38,37,103,93,4,4,0,0
0,17,24,34,31,143,195,4,4,0,0
0,35,21,17,7,52,49,4,4,0,0
0,14,24,62,45,21,58,1,3,0,0
115,19,11,66,53,21,15,7,7,0,0
15,10,26,56,47,80,108,4,4,0,1
0,14,19,45,33,51,71,4,4,0,0
4,14,11,55,57,146,142,4,4,0,0
0,14,8,67,61,110,117,4,4,0,0
0,15,25,22,27,159,176,2,7,0,0
0,9,13,66,59,134,150,7,6,0,1
0,14,12,42,18,96,67,0,0,0,0
3,11,14,73,61,129,158,6,6,0,0
6,34,11,45,48,191,201,1,0,0,0
16,14,16,87,57,94,75,4,6,0,1
1,29,22,41,45,156,125,0,0,0,0
32,2,23,82,71,89,93,7,7,0,0
0,3,19,55,49,85,91,8,8,0,1
0,14,25,20,13,109,96,4,4,0,0
0,16,15,37,26,215,214,2,2,0,0
0,14,6,26,23,70,73,0,5,0,0
0,14,15,58,59,169,177,4,8,0,0
12,30,24,61,41,131,151,4,4,0,0
0,29,6,43,45,122,133,0,5,0,0
21,14,8,73,76,11,32,8,8,0,1
0,5,16,40,28,114,86,6,7,0,0
0,34,21,64,50,157,152,0,0,0,0
1,14,14,71,64,217,222,4,4,0,0
0,14,19,9,5,140,107,4,4,0,0
0,14,12,53,38,112,114,4,4,0,0
0,14,15,33,45,133,162,4,4,0,0
1,3,25,76,58,66,129,8,7,0,0
0,14,11,57,50,100,88,4,4,0,0
0,14,13,56,47,65,56,4,4,0,1
0,14,21,12,11,31,9,3,4,0,0
15,14,13,77,51,143,164,6,6,0,0
0,7,11,55,44,196,212,3,7,0,0
0,1,20,50,34,120,121,7,7,0,0
52,14,22,48,45,112,114,4,4,0,1
0,14,8,50,47,75,57,0,4,0,0
148,0,18,69,83,30,28,7,8,0,1
0,24,26,41,46,84,92,2,2,0,0
1,15,15,74,53,130,122,0,3,0,0
91,14,9,76,59,119,124,7,8,0,0
0,7,34,57,89,22,10,7,8,0,1
4,22,16,55,33,192,215,0,1,0,0
0,14,23,29,10,79,87,4,4,0,0
24,14,10,83,90,137,133,4,4,0,1
1,14,7,65,67,112,114,4,4,0,1
0,14,9,66,21,132,104,4,4,0,0
0,33,14,7,8,64,54,0,0,0,0
0,3,7,88,59,178,197,7,6,0,0
101,17,13,84,56,63,94,6,6,0,0
0,19,8,55,30,202,200,4,2,0,0
0,27,33,1,0,148,130,0,0,0,0
12,24,19,52,54,62,62,6,2,0,0
14,12,16,56,39,112,108,4,3,0,0
21,4,27,86,68,147,132,6,7,0,0
28,14,9,68,47,20,15,0,4,0,0
1,14,4,79,44,218,216,4,7,0,0
123,14,15,68,37,38,32,7,7,0,1
0,18,12,66,35,56,45,3,5,0,0
0,18,15,53,57,142,151,3,2,0,0
0,14,13,47,87,208,219,7,8,0,1
75,14,25,42,46,98,157,4,4,0,0
0,14,25,60,51,46,59,4,1,0,0
1,14,2,87,45,213,216,1,4,0,0
121,11,10,68,35,23,54,1,1,0,0
0,14,10,81,87,125,129,8,8,0,1
0,32,17,10,6,24,10,1,6,0,0
16,10,8,71,52,116,117,6,2,0,0
1,14,5,87,50,227,230,4,4,0,0
84,14,2,88,87,84,68,4,4,0,0
0,19,14,61,60,68,71,6,6,0,1
1,15,13,61,53,156,158,7,6,0,0
0,14,3,68,40,187,193,4,4,0,0
1,11,33,82,49,46,88,4,4,0,1
0,28,13,52,14,79,81,0,2,0,0
0,14,19,21,20,216,213,4,4,0,0
21,14,22,49,46,112,114,4,4,0,0
137,14,30,67,71,191,216,8,8,0,0
0,14,16,44,52,112,114,0,0,0,0
0,14,22,9,9,61,60,4,1,0,0
20,8,42,33,41,15,63,6,7,0,0
0,35,23,50,28,63,51,4,1,0,0
21,14,6,66,74,207,219,4,4,0,1
0,14,24,55,43,88,128,4,4,0,0
29,16,12,81,43,24,26,7,3,0,0
144,13,30,81,50,80,123,5,3,0,1
1,1,5,88,69,209,210,4,4,0,0
0,14,11,41,24,117,94,1,4,0,0
0,14,18,2,0,103,78,4,4,0,0
0,24,16,24,31,62,61,2,2,0,0
0,21,11,65,64,142,144,6,1,0,0
0,35,11,45,30,79,62,0,2,0,0
0,14,18,48,31,73,35,2,0,0,1
0,7,9,64,51,159,155,7,5,0,0
0,14,5,68,35,206,196,6,4,0,0
0,7,13,25,23,9,11,1,7,0,0
107,22,12,34,23,119,121,5,1,0,0
0,2,15,68,92,119,135,8,7,0,1
0,14,15,64,86,91,58,8,8,0,1
0,22,3,65,39,124,104,0,0,0,0
0,5,15,51,35,194,185,5,5,0,0
105,14,21,88,77,0,0,8,8,0,1
0,14,12,63,36,112,114,4,4,0,0
0,14,12,61,30,159,136,4,4,0,0
22,2,12,67,57,116,121,7,6,0,1
0,14,11,57,47,79,58,0,4,0,0
0,17,16,71,41,224,224,0,0,0,0
0,14,15,38,37,187,184,0,7,0,0
0,25,22,27,20,166,155,0,3,0,0
0,14,20,53,52,54,43,8,0,0,0
0,33,18,40,41,107,120,1,0,0,0
0,10,17,44,59,138,173,1,5,0,1
66,0,8,82,73,87,97,8,8,0,1
0,14,16,23,41,112,114,4,4,0,0
7,3,9,69,70,192,212,6,7,0,0
0,30,21,54,73,91,120,4,1,0,0
10,14,14,47,42,112,114,4,4,0,0
0,14,11,88,35,141,115,4,4,0,0
0,14,11,59,70,215,214,4,4,0,0
0,14,12,34,22,52,62,0,5,0,0
0,27,16,30,28,105,113,0,1,0,0
0,30,20,21,16,14,7,0,2,0,0
0,14,20,33,10,34,20,4,4,0,0
0,14,7,68,30,144,140,0,3,0,0
39,19,35,67,61,106,116,6,5,0,0
3,14,12,88,53,64,19,4,4,0,1
0,14,19,1,3,83,59,8,0,0,0
3,0,10,73,62,183,199,7,8,0,0
57,14,16,85,49,112,114,7,5,0,0
0,14,11,50,45,192,197,0,3,0,0
0,15,6,82,58,192,209,4,4,0,0
1,11,22,87,46,207,217,0,7,0,0
0,14,11,71,59,26,40,8,8,0,0
35,13,8,73,35,223,229,0,2,0,0
0,14,17,71,67,104,100,4,4,0,1
20,30,34,15,32,15,15,1,2,0,0
1,14,3,79,55,222,222,4,4,0,0
0,1,21,74,79,134,141,7,7,0,0
0,14,1,88,80,222,228,8,3,0,0
0,14,22,59,44,119,84,4,4,0,1
0,14,9,74,52,207,190,4,4,0,0
1,14,12,58,28,49,43,2,2,0,0
0,21,8,47,46,188,177,1,2,0,0
0,26,16,54,47,207,197,0,4,0,0
0,14,16,72,32,112,114,4,4,0,0
18,14,22,36,26,78,108,4,4,0,0
0,14,35,59,94,112,114,4,4,0,1
0,24,7,55,26,187,189,1,1,0,0
0,14,13,33,11,85,65,4,4,0,0
0,23,10,22,8,149,155,0,0,0,0
0,14,13,69,42,165,178,0,2,0,0
0,28,23,32,20,216,214,0,0,0,0
0,14,17,51,74,34,35,6,2,0,0
10,14,11,78,59,178,193,8,4,0,0
0,24,13,49,46,51,32,2,6,0,0
0,27,24,38,19,143,135,3,1,0,0
0,14,14,63,56,139,148,4,4,0,0
0,33,26,58,55,122,125,0,0,0,0
37,5,19,64,71,108,101,6,8,0,1
0,31,24,12,2,113,120,0,0,0,0
0,16,15,18,7,101,86,7,0,0,0
0,35,39,27,11,35,32,4,4,0,0
0,14,4,66,39,200,211,4,4,0,0
0,14,11,87,58,214,220,4,8,0,0
0,14,6,52,45,162,146,1,4,0,0
1,14,27,67,83,39,33,4,4,0,1
0,12,16,57,47,36,73,1,4,0,0
1,14,14,13,12,90,93,7,8,0,0
0,25,7,22,14,178,175,0,0,0,0
0,14,8,41,48,145,135,4,4,0,0
45,0,10,79,92,25,26,8,8,0,1
0,7,14,58,60,123,132,7,7,0,0
1,15,18,35,35,121,134,7,0,0,0
0,27,19,50,33,200,166,0,2,0,0
0,35,13,34,4,46,41,0,0,0,0
0,18,10,49,53,71,63,5,3,0,0
3,2,7,81,75,133,107,7,8,0,1
1,14,28,78,37,29,20,4,4,0,0
0,14,21,68,79,133,137,4,4,0,0
0,34,24,36,55,131,130,0,0,0,0
0,8,18,9,4,66,47,6,7,0,0
46,14,21,59,47,67,46,1,4,0,1
0,14,1,88,56,219,216,0,4,0,0
28,14,22,54,49,112,114,4,4,0,1
20,14,9,56,65,112,114,4,4,0,0
44,14,31,79,83,45,45,4,4,0,1
8,23,20,66,48,159,176,7,3,0,0
0,22,18,44,40,139,160,0,0,0,0
0,14,16,22,10,112,114,0,0,0,0
0,14,9,77,65,112,114,7,8,0,0
0,33,13,45,48,88,94,3,0,0,0
59,26,11,84,39,74,63,8,2,0,0
0,27,22,47,29,47,54,2,1,0,0
0,17,17,44,67,173,169,0,1,0,0
0,14,0,87,81,112,114,4,4,0,0
0,14,15,48,88,26,35,5,8,0,1
0,34,29,19,9,63,55,0,0,0,0
0,14,13,41,25,97,79,0,2,0,0
0,1,16,73,80,62,96,8,8,0,1
0,21,6,40,39,119,123,0,2,0,0
0,24,12,83,39,68,70,3,3,0,0
5,0,11,72,77,105,115,4,4,0,0
100,2,22,39,39,36,70,7,7,0,0
0,14,12,73,56,188,169,4,4,0,0
0,14,18,34,6,134,133,2,2,0,0
0,14,12,57,28,156,166,4,4,0,0
0,14,20,17,11,114,128,4,4,0,0
0,28,19,34,21,61,79,4,4,0,0
0,14,19,48,52,127,126,4,4,0,1
8,14,9,80,73,187,189,4,4,0,0
149,0,23,78,88,6,7,8,8,0,1
18,14,31,76,34,112,114,4,4,0,0
0,14,8,56,47,33,25,4,4,0,0
0,14,10,58,61,30,36,4,4,0,1
9,12,23,59,66,88,93,3,7,0,1
0,10,13,61,55,196,214,6,7,0,0
0,14,16,62,59,112,114,8,8,0,0
0,14,22,14,6,67,44,4,4,0,0
0,12,17,55,67,103,110,6,5,0,0
6,0,22,69,59,195,200,8,8,0,1
4,14,24,52,71,32,25,8,8,0,1
13,13,19,71,46,46,105,4,4,0,0
1,5,7,73,46,160,147,7,7,0,0
4,14,16,68,46,112,114,2,6,0,0
17,0,27,83,91,19,14,7,7,0,1
0,26,7,12,10,53,53,4,4,0,0
55,14,17,70,78,68,71,4,4,0,1
0,19,12,72,41,218,211,0,0,0,0
124,14,16,79,75,112,114,8,6,0,1
0,14,28,42,30,82,79,7,6,0,0
0,14,12,61,32,112,114,4,4,0,0
0,14,7,34,17,168,160,4,4,0,0
0,14,16,30,24,53,114,7,7,0,0
75,14,27,87,95,75,101,8,8,0,1
0,9,28,46,33,9,6,0,3,0,1
0,14,18,70,68,109,144,8,8,0,0
0,9,43,25,28,11,14,2,7,0,0
0,14,10,59,40,85,112,4,4,0,0
0,26,19,50,44,93,89,0,1,0,0
3,8,24,59,46,114,100,7,8,0,1
16,5,18,53,63,197,186,7,5,0,0
0,14,12,68,61,18,20,4,4,0,0
0,12,14,55,49,73,104,7,7,0,0
0,22,22,27,8,102,104,3,1,0,0
3,20,18,30,13,74,37,4,4,0,0
102,14,14,78,61,70,84,8,7,0,1
0,14,22,19,21,19,14,4,4,0,0
0,14,20,40,15,132,118,4,4,0,0
0,14,19,83,77,178,184,8,8,0,0
0,14,16,56,69,112,114,4,4,0,0
1,14,24,18,26,53,66,4,4,0,0
21,0,24,79,92,77,86,8,8,0,1
0,24,28,52,60,78,90,6,7,0,0
120,0,15,79,60,85,113,8,7,0,0
0,16,15,14,37,25,19,3,5,0,1
0,14,15,47,53,198,208,6,6,0,1
0,7,15,52,55,130,141,7,6,0,0
0,31,16,48,57,149,163,3,1,0,0
0,14,21,67,32,136,140,4,4,0,0
0,6,43,28,72,89,130,2,7,0,1
0,14,11,51,59,100,90,4,4,0,0
1,14,11,82,59,187,177,4,4,0,0
3,10,17,82,59,187,192,8,7,0,0
0,14,11,51,28,112,114,4,4,0,0
0,14,11,52,29,182,177,4,2,0,0
0,29,18,53,11,40,27,1,3,0,0
0,28,27,38,3,10,4,4,4,0,0
0,11,14,63,36,116,130,7,1,0,0
0,34,17,25,19,59,46,0,0,0,0
0,26,10,66,64,226,231,4,4,0,0
4,14,20,0,12,122,113,0,7,0,0
3,22,33,27,28,13,14,0,0,0,0
26,12,25,48,48,133,149,5,7,0,0
0,14,23,14,7,161,141,4,4,0,0
0,14,19,70,35,14,52,0,4,0,0
46,11,15,45,36,131,136,7,5,0,0
0,33,24,45,40,75,76,1,1,0,0
116,0,7,81,79,151,154,8,7,0,0
7,14,10,69,57,56,42,4,4,0,1
0,25,9,52,67,144,160,5,5,0,0
0,13,17,44,26,90,100,1,7,0,0
0,17,13,58,70,41,40,5,7,0,0
12,25,21,32,45,155,147,6,0,0,0
0,14,18,62,80,28,70,4,4,0,0
0,33,17,0,0,55,48,0,0,0,0
1,30,17,53,54,58,63,0,0,0,0
0,7,10,58,63,78,84,7,7,0,0
0,14,36,18,2,5,17,4,4,0,0
55,0,21,82,77,3,0,7,7,0,1
0,14,13,24,46,14,9,0,0,0,0
0,14,8,44,17,137,124,4,4,0,0
1,14,24,87,95,143,111,8,8,0,0
0,14,12,53,46,112,114,4,4,0,0
0,14,22,26,18,74,80,4,0,0,0
1,13,9,77,72,82,94,2,6,0,1
0,14,8,52,57,133,138,4,4,0,0
0,35,14,60,27,77,81,1,4,0,0
1,26,5,85,46,127,136,7,2,0,0
0,34,15,63,50,105,118,0,0,0,0
0,14,17,76,56,141,171,7,3,0,0
0,6,17,57,59,89,111,5,2,0,0
0,14,16,45,26,174,159,4,4,0,0
0,14,13,41,56,116,105,4,4,0,1
0,34,30,17,8,140,123,4,4,0,0
5,14,19,86,94,112,114,4,4,0,0
42,14,32,58,57,4,19,4,4,0,0
0,14,23,41,12,81,47,4,4,0,0
0,27,10,63,67,161,178,8,7,0,0
3,14,17,53,65,110,104,4,4,0,0
0,14,8,80,61,198,200,4,1,0,0
4,6,8,44,45,209,216,2,7,0,0
0,6,20,47,51,148,146,7,8,0,0
0,8,22,26,31,60,77,2,8,0,0
0,32,27,29,11,41,21,0,1,0,0
30,16,11,66,61,57,42,2,1,0,0
155,14,17,82,81,16,18,8,8,0,1
0,14,14,54,41,156,163,4,5,0,0
42,14,17,65,60,128,145,2,8,0,0
0,34,27,30,11,85,66,4,4,0,0
3,30,25,53,58,80,96,6,1,0,0
52,14,23,82,78,59,65,7,7,0,1
0,14,22,33,41,58,82,4,4,0,0
1,14,18,38,25,100,129,4,4,0,0
5,23,24,48,52,57,58,0,5,0,0
0,20,23,74,45,130,101,4,4,0,0
0,6,22,60,43,6,18,6,6,0,0
3,14,15,88,55,144,192,8,8,0,0
5,1,16,61,59,64,76,8,8,0,0
0,30,15,33,34,152,189,0,1,0,0
4,1,21,68,56,99,101,7,7,0,0
0,14,8,85,70,186,184,7,3,0,0
127,0,20,78,72,51,95,8,8,0,1
0,14,18,51,43,101,95,4,4,0,0
0,14,14,51,55,142,138,4,4,0,0
1,14,16,73,42,112,114,4,4,0,0
143,1,18,54,41,94,97,8,8,0,0
0,4,13,76,56,167,183,7,7,0,0
0,29,17,53,41,151,142,4,4,0,0
0,14,17,45,28,216,216,4,4,0,0
0,13,13,77,59,223,225,3,7,0,0
0,30,14,57,54,100,118,1,0,0,0
0,28,16,60,57,168,158,7,0,0,0
0,18,16,62,73,80,82,8,6,0,0
0,14,8,45,49,155,150,4,4,0,0
0,14,12,32,24,90,103,4,4,0,0
1,14,9,53,40,153,165,0,0,0,0
6,14,9,83,50,112,114,0,0,0,0
0,31,25,7,5,128,126,0,7,0,0
3,35,15,58,36,151,151,3,0,0,0
0,21,19,42,30,178,153,0,0,0,0
0,11,7,65,54,46,49,2,7,0,1
0,7,6,61,65,196,171,7,5,0,0
0,14,22,45,41,49,47,4,4,0,0
26,21,11,63,50,168,165,2,0,0,0
7,14,9,56,47,159,153,4,4,0,0
0,14,7,64,29,185,180,5,5,0,0
4,20,31,85,32,57,51,7,5,0,0
1,5,13,70,62,131,151,7,7,0,0
0,14,15,45,44,96,80,4,4,0,0
0,14,22,66,57,95,87,4,4,0,0
0,14,19,22,13,93,70,4,4,0,0
0,1,8,67,61,143,165,8,6,0,0
0,11,20,43,32,46,74,0,7,0,0
1,14,8,88,68,216,217,8,2,0,0
1,14,10,70,51,58,42,4,0,0,0
0,18,24,52,50,175,192,7,2,0,0
1,14,13,60,57,124,150,4,4,0,1
7,14,21,51,37,47,78,4,4,0,0
0,14,33,18,9,40,17,4,4,0,0
33,14,16,68,70,112,114,7,6,0,1
1,16,7,75,67,149,171,4,4,0,0
0,31,20,14,0,37,41,1,5,0,0
0,11,18,62,65,140,134,1,7,0,0
0,14,11,69,24,151,113,4,4,0,0
0,10,14,59,34,165,168,1,5,0,0
0,25,9,47,26,177,168,0,1,0,0
0,25,8,45,31,161,156,0,0,0,0
77,7,14,71,59,136,150,6,7,0,0
0,31,18,27,14,14,8,0,0,0,0
0,14,8,56,41,112,114,4,4,0,0
0,26,11,68,44,65,64,1,0,0,0
0,13,22,68,95,9,12,3,7,0,1
52,14,6,87,94,67,85,4,4,0,1
1,14,21,82,81,105,73,4,4,0,1
3,14,14,73,72,159,156,8,8,0,1
0,22,20,56,47,198,193,0,0,0,0
0,26,17,52,48,76,77,6,6,0,0
0,14,25,35,16,90,53,4,4,0,0
0,27,25,52,55,105,159,4,4,0,0
8,8,22,72,68,87,95,7,7,0,0
0,14,16,58,61,112,114,6,2,0,0
0,24,13,62,34,189,192,3,2,0,0
0,14,19,15,5,112,114,4,4,0,0
0,21,16,34,38,39,41,4,4,0,0
0,14,6,88,53,210,209,4,4,0,0
0,1,15,42,74,83,89,7,7,0,1
0,14,20,32,47,81,48,0,4,0,0
0,14,16,55,47,112,114,2,4,0,0
0,14,14,62,50,193,203,7,5,0,0
0,21,4,83,39,179,172,5,1,0,0
0,19,6,63,39,227,230,0,0,0,0
14,14,21,73,36,84,92,3,4,0,0
4,14,17,40,20,139,131,4,4,0,0
33,24,12,62,55,34,18,2,5,0,0
0,23,17,45,14,93,85,5,0,0,0
0,23,17,46,14,207,187,3,6,0,0
8,11,28,72,18,3,4,7,7,0,0
0,20,23,55,35,96,110,7,0,0,0
0,14,6,70,65,98,106,4,4,0,0
0,14,20,59,66,150,172,4,4,0,0
0,14,21,52,59,112,114,8,8,0,1
0,14,22,63,63,6,7,7,2,0,0
0,15,21,69,65,66,81,8,6,0,1
1,6,18,25,37,110,109,5,4,0,0
0,11,25,55,69,36,22,6,8,0,0
0,14,12,76,57,119,130,8,4,0,0
0,33,11,37,40,132,121,0,0,0,0
32,14,15,67,77,136,118,4,4,0,0
1,29,14,27,17,39,25,0,0,0,0
0,22,16,54,43,69,75,0,0,0,0
0,14,19,2,25,112,114,4,4,0,0
0,12,17,73,72,47,56,7,7,0,0
33,14,4,82,81,64,39,8,8,0,1
0,14,10,28,37,139,151,4,4,0,1
0,14,15,69,71,49,47,4,4,0,0
35,4,15,84,88,220,226,5,7,0,1
51,33,14,54,37,122,148,6,5,0,0
0,17,13,72,28,118,100,7,7,0,0
1,14,8,53,35,213,214,0,4,0,0
0,26,20,42,22,108,110,0,0,0,0
0,14,4,85,55,156,134,4,4,0,0
0,14,27,21,18,112,114,4,4,0,0
79,6,43,59,80,10,34,7,7,0,1
13,28,17,55,38,58,38,0,0,0,0
0,30,18,0,1,79,63,0,0,0,0
5,14,11,81,69,88,116,8,7,0,1
0,21,13,44,41,204,114,0,0,0,0
0,35,28,46,29,114,103,0,5,0,0
0,33,17,35,20,108,91,1,6,0,0
0,14,10,34,47,112,114,4,4,0,0
0,25,9,28,16,162,157,0,0,0,0
0,14,12,73,37,212,217,7,4,0,0
0,14,11,59,42,202,201,7,7,0,0
13,14,8,65,76,64,64,2,6,0,0
0,27,19,9,18,65,70,7,7,0,0
0,14,13,5,11,94,80,4,4,0,0
8,14,3,86,88,112,114,4,4,0,1
0,14,12,35,18,101,94,2,6,0,0
10,14,15,56,47,150,174,4,4,0,1
0,19,12,4,4,92,72,7,4,0,0
1,13,11,88,51,214,215,7,6,0,0
36,3,13,76,52,135,143,7,7,0,0
0,14,6,51,36,122,135,4,4,0,0
8,14,16,78,67,112,114,7,8,0,1
0,24,12,49,45,24,15,5,1,0,0
0,10,18,46,39,53,62,6,7,0,1
0,27,14,48,44,96,94,0,0,0,0
0,2,24,54,95,51,63,3,7,0,1
2,14,17,49,62,202,209,0,4,0,1
0,14,15,50,16,164,133,4,4,0,0
3,14,11,58,41,93,109,7,7,0,0
0,34,18,59,13,78,54,0,0,0,0
52,14,23,55,49,28,47,4,4,0,1
0,20,16,20,19,91,72,5,7,0,0
0,12,16,59,56,106,96,1,1,0,0
29,14,17,76,63,128,156,4,4,0,0
0,14,14,50,40,102,84,7,7,0,0
6,14,16,77,74,112,114,4,4,0,1
46,14,22,83,70,0,1,8,8,0,1
0,15,20,78,65,158,173,3,4,0,0
0,14,13,76,42,133,116,4,4,0,0
0,26,12,41,23,119,116,0,0,0,0
116,16,27,79,34,112,114,8,2,0,0
0,14,19,55,65,75,46,4,4,0,1
3,14,19,35,16,112,114,4,4,0,0
0,14,8,87,47,144,114,4,4,0,0
0,14,8,68,52,140,161,4,4,0,0
1,21,23,40,45,136,138,5,5,0,1
0,6,2,76,70,226,232,4,4,0,0
0,31,17,44,38,221,221,0,0,0,0
60,13,11,66,57,185,207,6,8,0,0
0,24,16,44,34,166,166,0,3,0,0
0,15,22,50,43,29,39,7,0,0,0
0,19,18,55,44,107,96,1,3,0,0
0,14,30,52,38,152,142,1,7,0,1
70,14,19,85,54,112,114,4,4,0,0
0,14,19,47,30,211,218,0,2,0,0
0,29,17,26,30,32,23,0,3,0,0
0,13,13,64,52,182,201,4,4,0,0
0,7,25,65,51,36,65,7,2,0,1
0,14,16,65,63,112,114,8,6,0,0
131,2,22,80,82,102,100,8,7,0,1
1,2,11,70,66,99,93,4,4,0,1
0,14,13,35,11,76,82,4,4,0,0
0,14,12,47,31,11,5,4,4,0,0
0,25,17,53,29,205,204,0,0,0,0
0,14,18,48,56,210,206,4,4,0,0
0,10,11,29,18,64,57,6,5,0,0
0,14,15,52,37,27,35,4,7,0,0
1,27,21,48,27,177,154,0,0,0,0
0,8,16,47,39,158,154,7,5,0,0
0,14,5,65,38,180,165,4,4,0,0
4,31,24,50,28,156,160,2,0,0,0
26,2,12,83,67,162,184,8,7,0,0
0,14,18,42,17,142,142,1,6,0,0
0,14,19,33,52,19,12,4,4,0,1
1,17,28,60,48,58,70,6,0,0,1
0,12,21,36,24,94,106,7,8,0,1
0,25,7,54,25,139,120,0,0,0,0
0,14,19,66,57,120,121,4,8,0,0
0,23,14,29,23,151,132,1,1,0,0
0,14,8,38,20,124,108,4,4,0,0
3,22,7,57,30,114,122,0,0,0,0
7,14,18,55,56,149,162,8,0,0,0
0,35,12,5,4,92,72,4,4,0,0
144,2,30,72,86,3,2,8,8,0,1
0,33,16,44,51,183,184,0,0,0,0
35,14,19,75,88,91,70,8,8,0,1
0,25,18,61,40,58,67,5,2,0,0
0,13,18,54,61,51,49,6,3,0,0
13,0,15,76,63,10,7,8,7,0,1
54,14,22,46,25,87,89,1,6,0,0
0,14,8,63,58,134,133,4,4,0,0
0,14,12,40,18,120,115,0,4,0,0
117,14,16,87,47,112,114,8,4,0,1
0,32,19,35,18,94,69,2,7,0,0
1,10,10,53,58,165,161,5,0,0,0
1,12,11,59,63,12,10,8,7,0,0
21,11,12,77,66,116,152,7,6,0,0
0,9,5,81,54,156,158,7,6,0,0
3,14,9,66,52,157,154,4,4,0,0
0,9,11,76,88,42,68,4,4,0,1
0,14,23,49,82,142,158,8,8,0,1
0,14,12,45,24,156,144,4,4,0,0
1,14,16,87,75,112,114,8,8,0,1
0,14,16,66,45,112,114,0,0,0,0
44,14,42,85,93,112,114,4,4,0,1
0,14,6,66,58,185,184,7,5,0,0
